Product Name,Sales,Profit,Quantity
Cardinal EasyOpen D-Ring Binders,209.30599999999998,26.506000000000004,40
"Cardinal HOLDit! Binder Insert Strips,Extra Strips",136.728,4.367700000000001,41
Cardinal Hold-It CD Pocket,38.304,-12.4488,12
Cardinal Holdit Business Card Pockets,87.648,22.908,25
Cardinal Holdit Data Disk Pockets,100.464,38.7296,16
Cardinal Poly Pocket Divider Pockets for Ring Binders,40.32,12.6,15
"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",179.014,5.3877999999999995,37
Cardinal Slant-D Ring Binders,119.922,46.057,17
"Career Cubicle Clock, 8 1/4"", Black",194.68800000000002,68.952,10
"Carina 42""Hx23 3/4""W Media Storage Unit",1635.796,-110.1328,22
Carina Double Wide Media Storage Towers in Natural & Black,3028.652,-3.2392000000000003,39
Carina Media Storage Towers in Natural & Black,1073.248,-121.96000000000001,20
"Carina Mini System Audio Rack, Model AR050B",2730.108,-68.8076,26
Case Logic 2.4GHz Wireless Keyboard,1229.754,-11.997600000000006,27
Catalog Binders with Expanding Posts,1089.936,-242.20800000000003,36
Cherry 142-key Programmable Keyboard,479.72,52.7692,4
"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",5098.176,-404.00640000000004,22
"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",4297.644,-611.5877999999999,11
Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,9917.640000000001,-2876.1156,27
"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",3354.89,100.211,18
Chromcraft Rectangular Conference Tables,4952.673,-450.243,30
Chromcraft Round Conference Tables,8209.059,-189.9761,61
Cisco 8961 IP Phone Charcoal,224.937,-164.9538,3
Cisco 8x8 Inc. 6753i IP Business Phone System,2645.804,83.6938,26
Cisco 9971 IP Video Phone Charcoal,4268.0,466.4,16
Cisco CP-7937G Unified IP Conference Station Phone,1391.4,-55.656,4
Cisco Desktop Collaboration Experience DX650 IP Video Phone,385.8,130.2075,5
Cisco IP Phone 7961G-GE VoIP phone,2252.4320000000002,-119.119,15
Cisco IP Phone 7961G VoIP phone - Dark gray,1386.69,228.39600000000002,12
Cisco SPA 501G IP Phone,213.48,16.011,3
Cisco SPA 502G IP Phone,2063.14,299.875,21
Cisco SPA112 2 Port Phone Adapter,516.53,87.37049999999999,11
Cisco SPA301,4180.532,904.742,30
Cisco SPA508G,910.662,207.86849999999998,15
Cisco SPA525G2 5-Line IP Phone,1379.92,648.5624,8
Cisco SPA525G2 IP Phone - Wireless,426.93,43.092,26
Cisco Small Business SPA 502G VoIP phone,882.102,58.4649,11
Cisco TelePresence System EX90 Videoconferencing Unit,22638.48,-1811.0784,6
Cisco Unified IP Phone 7945G VoIP phone,6751.602,102.29699999999998,26
Clarity 53712,752.2860000000001,68.6296,14
Classic Ivory Antique Telephone ZL1810,341.666,40.196,4
Clear Mylar Reinforcing Strips,377.538,90.27269999999999,29
ClearOne CHATAttach 160 - speaker phone,6695.892,1053.983,13
ClearOne Communications CHAT 70 OC Speaker Phone,1685.294,273.4628,12
ClearSounds CSC500 Amplified Spirit Phone Corded phone,1119.84,162.3768,19
Clearsounds A400,488.326,-48.8326,11
Col-Erase Pencils with Erasers,37.696,7.478400000000001,7
Color-Coded Legal Exhibit Labels,14.73,7.2177,3
Colored Envelopes,50.922,19.0404,16
Colored Push Pins,24.978,7.602,15
Coloredge Poster Frame,298.2,116.298,21
Colorific Watercolor Pencils,51.6,11.3004,11
"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",50.57,1.6338000000000008,17
Compact Automatic Electric Letter Opener,2982.75,-57.268800000000006,26
"Companion Letter/Legal File, Black",611.712,149.5296,17
Computer Printout Index Tabs,11.088000000000001,-2.016,15
Computer Printout Paper with Letter-Trim Fine Perforations,191.6,91.968,4
Computer Printout Paper with Letter-Trim Perforations,405.95799999999997,169.2124,24
"Computer Room Manger, 14""",636.6080000000001,179.2896,22
"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",546.816,61.5168,12
Contemporary Borderless Frame,36.162,3.6162,6
Contemporary Wood/Metal Frame,193.92,4.847999999999999,18
"Contico 72""H Heavy-Duty Storage System",598.308,-57.372,16
"Contract Clock, 14"", Brown",334.096,29.453199999999995,21
Convenience Packs of Business Envelopes,58.644,24.109199999999998,18
Crate-A-Files,176.58,31.392,18
"Crayola Anti Dust Chalk, 12/Pack",59.696,24.660999999999998,35
Crayola Colored Pencils,120.70400000000001,32.8,40
Cubify CubeX 3D Printer Double Head Print,11099.963,-8879.9704,9
Cubify CubeX 3D Printer Triple Head Print,7999.98,-3839.9904,4
Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,65.34,3.9105000000000003,17
Cyber Acoustics AC-202b Speech Recognition Stereo Headset,119.508,-20.5242,11
DAX Black Cherry Wood-Tone Poster Frame,455.456,61.4336,24
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",168.744,48.822,23
DAX Clear Channel Poster Frame,119.556,27.701999999999998,10
"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",291.45599999999996,97.152,15
"DAX Copper Panel Document Frame, 5 x 7 Size",171.088,39.7528,18
DAX Cubicle Frames - 8x10,125.786,20.772,26
"DAX Cubicle Frames, 8-1/2 x 11",145.69,52.4484,17
"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",196.248,55.1004,17
"DAX Metal Frame, Desktop, Stepped-Edge",161.92,26.1096,11
DAX Natural Wood-Tone Poster Frame,513.712,123.9264,23
DAX Solid Wood Frames,113.332,33.3157,13
"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",216.144,73.944,25
DAX Two-Tone Silver Metal Document Frame,234.784,84.8056,13
"DAX Value U-Channel Document Frames, Easel Back",175.938,52.4832,36
DAX Wood Document Frame,477.804,126.316,40
DAX Wood Document Frame.,159.268,7.6888000000000005,16
DIXON Oriole Pencils,44.891999999999996,8.6172,19
DIXON Ticonderoga Erasable Checking Pencils,94.86,26.784,20
DMI Arturo Collection Mission-style Design Wood Chair,4619.987999999999,486.15560000000005,37
DMI Eclipse Executive Suite Bookcases,11046.609,90.17640000000002,27
DXL Angle-View Binders with Locking Rings by Samsill,215.109,66.6915,35
"DXL Angle-View Binders with Locking Rings, Black",124.592,42.0498,26
DYMO CardScan Personal V9 Business Card Scanner,1343.9160000000002,463.971,11
"Dana Fluorescent Magnifying Lamp, White, 36""",581.172,81.568,14
Dana Halogen Swing-Arm Architect Lamp,1114.384,288.4288,28
Dana Swing-Arm Lamps,108.936,-11.214,15
"DataProducts Ampli Magnifier Task Lamp, Black,",508.72800000000007,99.5808,21
Dax Clear Box Frame,96.03,15.364799999999999,14
Decoflex Hanging Personal Folder File,46.26,12.0276,3
"Decoflex Hanging Personal Folder File, Blue",518.112,124.131,35
Deflect-O Glasstique Clear Desk Accessories,124.74,37.037,17
Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,1685.44,244.3888,18
"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",673.87,72.07849999999999,17
"Deflect-o EconoMat Nonstudded, No Bevel Mat",702.44,123.96,14
"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",1115.6399999999999,-125.1996,33
Deflect-o Glass Clear Studded Chair Mats,1579.3719999999998,318.3616,26
"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",1623.248,-343.0956,26
"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",437.70000000000005,138.3132,18
Dell Slim USB Multimedia Keyboard,125.0,30.0,5
Deluxe Chalkboard Eraser Cleaner,182.49,76.461,17
Deluxe Heavy-Duty Vinyl Round Ring Binder,504.24,88.242,33
Deluxe Rollaway Locking File with Drawer,5572.792,1380.7215999999999,14
Design Ebony Sketching Pencil,13.622,2.3074,11
Desktop 3-Pocket Hot File,259.68,59.510000000000005,5
Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,467.92,-14.622499999999995,11
Digium D40 VoIP phone,3044.164,571.4257,27
Disposable Triple-Filter Dust Bags,43.7,11.362,10
"Dixon My First Ticonderoga Pencil, #2",95.94,17.0235,19
"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",110.76,42.8982,27
Dixon Ticonderoga Core-Lock Colored Pencils,229.572,58.6684,28
"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",431.28999999999996,165.206,13
"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",75.348,20.0928,14
"Dixon Ticonderoga Maple Cedar Pencil, #2",23.332,4.912000000000001,8
Dixon Ticonderoga Pencils,37.548,9.267800000000001,13
Document Clip Frames,45.036,16.0128,6
"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",3322.878,1517.9064,36
"Dual Level, Single-Width Filing Carts",6574.544,1640.5348,43
Durable Pressboard Binders,37.239999999999995,15.085999999999999,11
Easy-staple paper,2504.192,1096.0292,150
"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",1098.504,492.6624,21
"Eberhard Faber 3 1/2"" Golf Pencils",139.872,28.272000000000002,20
EcoTones Memo Sheets,52.8,21.6,15
Economy #2 Pencils,34.58,8.9908,13
Economy Binders,29.952,9.7968,19
Economy Rollaway Files,3138.8,693.8399999999999,20
"Eldon ""L"" Workstation Diamond Chairmat",1002.936,-267.4496,19
Eldon 100 Class Desk Accessories,36.396,-4.8528,18
Eldon 200 Class Desk Accessories,133.136,39.187200000000004,22
"Eldon 200 Class Desk Accessories, Black",75.36,28.6368,12
"Eldon 200 Class Desk Accessories, Burgundy",135.648,44.588,25
"Eldon 200 Class Desk Accessories, Smoke",138.16,58.0272,22
"Eldon 300 Class Desk Accessories, Black",29.7,13.068000000000001,6
"Eldon 400 Class Desk Accessories, Black Carbon",159.25,47.6,22
Eldon 500 Class Desk Accessories,197.948,60.470699999999994,17
Eldon Advantage Chair Mats for Low to Medium Pile Carpets,563.03,56.303000000000004,13
Eldon Advantage Foldable Chair Mats for Low Pile Carpets,379.4,-48.78,10
Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,1431.944,46.3276,14
"Eldon Base for stackable storage shelf, platinum",872.256,-52.569,25
Eldon Cleatmat Chair Mats for Medium Pile Carpets,344.1,-42.18000000000001,8
Eldon Cleatmat Plus Chair Mats for High Pile Carpets,1304.1280000000002,-111.328,20
Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,1200.936,-256.56359999999995,18
"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",546.192,17.447799999999997,17
Eldon Econocleat Chair Mats for Low Pile Carpets,331.76,39.8112,8
Eldon Executive Woodline II Cherry Finish Desk Accessories,98.13600000000001,-78.5088,6
"Eldon Executive Woodline II Desk Accessories, Mahogany",361.87199999999996,50.008700000000005,17
"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",108.08,6.755000000000001,15
"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",262.752,-7.616000000000003,20
Eldon Expressions Mahogany Wood Desk Collection,93.6,23.4,15
"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",155.708,20.636,20
"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",121.296,21.7056,13
"Eldon Expressions Wood Desk Accessories, Oak",183.024,10.110600000000002,33
"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",160.54000000000002,46.5566,23
"Eldon Expressions Wood and Plastic Desk Accessories, Oak",149.70000000000002,41.916,15
Eldon File Chest Portable File,79.4,5.955,5
Eldon Fold 'N Roll Cart System,301.96799999999996,63.7488,24
Eldon Gobal File Keepers,348.22,-0.6055999999999999,24
Eldon Image Series Black Desk Accessories,48.852,17.0568,12
"Eldon Image Series Desk Accessories, Burgundy",111.18799999999999,28.256800000000002,31
"Eldon Image Series Desk Accessories, Ebony",180.31,55.822,18
"Eldon Imàge Series Desk Accessories, Clear",53.46,6.3666,17
Eldon Jumbo ProFile Portable File Boxes Graphite/Black,36.744,3.6744,3
Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,709.5,205.755,30
Eldon Pizzaz Desk Accessories,37.464,13.736799999999999,19
Eldon Portable Mobile Manager,899.304,197.3944,34
Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,614.0579999999999,127.44600000000001,35
Eldon Radial Chair Mat for Low to Medium Pile Carpets,775.6120000000001,135.932,20
"Eldon Regeneration Recycled Desk Accessories, Black",39.688,13.116399999999999,9
"Eldon Regeneration Recycled Desk Accessories, Smoke",33.756,8.9088,21
Eldon Shelf Savers Cubes and Bins,300.14,-7.677999999999999,45
Eldon Simplefile Box Office,345.832,77.128,30
"Eldon Spacemaker Box, Quick-Snap Lid, Clear",50.768,9.2852,18
"Eldon Stackable Tray, Side-Load, Legal, Smoke",155.38,52.8292,17
Eldon Wave Desk Accessories,266.73,98.9996,61
Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,168.84,78.256,13
"Electrix Architect's Clamp-On Swing Arm Lamp, Black",2863.8,627.1722000000001,33
Electrix Fluorescent Magnifier Lamps & Weighted Base,463.79600000000005,73.0232,11
Electrix Halogen Magnifier Lamp,2759.06,314.76599999999996,17
"Electrix Incandescent Magnifying Lamp, Black",117.28,-16.4925,5
"Elite 5"" Scissors",179.14,37.18,24
Embossed Ink Jet Note Cards,284.382,108.336,15
Enermax Acrylux Wireless Keyboard,2450.16,630.468,29
Enermax Aurora Lite Keyboard,1641.1499999999999,722.106,21
Enermax Briskie RF Wireless Keyboard and Mouse Combo,469.402,150.3748,24
Epson Perfection V600 Photo Scanner,206.991,-172.4925,3
Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,1212.705,-1057.23,10
"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",279.96,120.3828,4
Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,1.624,-4.466,2
"Eureka Hand Vacuum, Bagless",197.72,55.3616,4
"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",110.16,46.137600000000006,19
Eureka Sanitaire  Commercial Upright,1524.5320000000002,53.0272,12
"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",83.904,12.7604,22
Eureka The Boss Cordless Rechargeable Stick Vac,948.228,241.1354,19
"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",1042.08,291.7824,13
"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",1674.4,146.51000000000002,20
Euro Pro Shark Stick Mini Vacuum,170.744,-325.6332,11
Euro-Pro Shark Turbo Vacuum,693.952,143.74720000000002,24
"Executive Impressions 10"" Spectator Wall Clock",258.72,87.9648,22
"Executive Impressions 12"" Wall Clock",176.7,23.3244,14
"Executive Impressions 13"" Chairman Wall Clock",253.8,72.333,11
"Executive Impressions 13"" Clairmont Wall Clock",315.372,88.458,20
"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",56.099999999999994,21.317999999999998,3
"Executive Impressions 14""",377.90999999999997,166.2804,17
"Executive Impressions 14"" Contract Wall Clock",346.788,93.5883,17
"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",97.812,-1.7783999999999978,8
"Executive Impressions 14"" Two-Color Numerals Wall Clock",308.99199999999996,94.51520000000001,16
"Executive Impressions 16-1/2"" Circular Wall Clock",58.784,-1.0687999999999995,4
"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",66.56,18.512,7
Executive Impressions Supervisor Wall Clock,867.2599999999999,266.072,21
Faber Castell Col-Erase Pencils,37.164,14.083200000000001,8
Fashion Color Clasp Envelopes,77.904,36.5175,15
Fellowes 8 Outlet Superior Workstation Surge Protector,759.1220000000001,166.84,20
Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,665.6759999999999,43.706,25
Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,244.288,41.64,10
Fellowes Advanced Computer Series Surge Protectors,386.75399999999996,100.662,15
Fellowes Bankers Box Recycled Super Stor/Drawer,1187.56,-30.228800000000003,24
Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,2612.196,153.35279999999997,43
Fellowes Bankers Box Stor/Drawer Steel Plus,1426.308,-12.792000000000003,50
Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,858.8820000000001,201.07160000000002,26
Fellowes Basic Home/Office Series Surge Protectors,436.12800000000004,58.2802,41
Fellowes Binding Cases,271.44,71.955,31
Fellowes Black Plastic Comb Bindings,102.256,-4.415600000000001,34
Fellowes Command Center 5-outlet power strip,664.832,-78.016,15
Fellowes Desktop Hanging File Manager,201.45000000000002,50.362500000000004,15
Fellowes Econo/Stor Drawers,581.58,-56.2194,7
Fellowes High-Stak Drawer Files,3946.656,419.3322,26
Fellowes Mighty 8 Compact Surge Protector,344.59000000000003,67.2964,19
"Fellowes Mobile File Cart, Black",2300.66,485.00399999999996,40
Fellowes Neat Ideas Storage Cubes,480.70399999999995,-18.1888,16
Fellowes Officeware Wire Shelving,4509.466,-332.371,55
Fellowes PB200 Plastic Comb Binding Machine,4181.754,693.5591999999999,38
Fellowes PB300 Plastic Comb Binding Machine,8070.192,2518.0551,27
Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,27453.384000000002,7753.039,31
"Fellowes Personal Hanging Folder Files, Navy",284.716,52.6456,24
Fellowes Powershred HS-440 4-Sheet High Security Shredder,2541.8360000000002,1092.6795,17
"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",929.48,169.2632,21
Fellowes Presentation Covers for Comb Binding Machines,133.86,21.825000000000003,14
Fellowes Recycled Storage Drawers,1287.9479999999999,48.8532,12
"Fellowes Smart Surge Ten-Outlet Protector, Platinum",180.66,50.5848,3
Fellowes Staxonsteel Drawer Files,4829.25,509.9688,26
Fellowes Stor/Drawer Steel Plus Storage Drawers,3397.308,78.25259999999999,37
"Fellowes Strictly Business Drawer File, Letter/Legal Size",4479.03,388.746,33
Fellowes Super Stor/Drawer,477.3,67.71,18
Fellowes Super Stor/Drawer Files,4006.44,473.3415,27
Fellowes Superior 10 Outlet Split Surge Protector,867.768,57.09,30
"Fellowes Twister Kit, Gray/Clear, 3/pkg",182.508,-3.2159999999999975,42
File Shuttle I and Handi-File,262.668,51.42059999999999,13
"File Shuttle II and Handi-File, Black",1125.148,260.953,34
First Data FD10 PIN Pad,1722.2,15.800000000000004,24
First Data TMFD35 PIN Pad,571.2,119.952,4
"Fiskars 8"" Scissors, 2/Pack",217.224,45.8584,14
Fiskars Home & Office Scissors,97.68,27.3504,11
Fiskars Softgrip Scissors,307.44,86.0832,28
Fiskars Spring-Action Scissors,75.492,13.4208,6
Flat Face Poster Frame,678.24,120.9528,51
Flexible Leather- Look Classic Collection Ring Binder,142.05,18.940000000000005,13
"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",434.56,197.104,24
Fluorescent Highlighters by Dixon,90.744,22.4472,26
G.E. Halogen Desk Lamp Bulbs,62.82,22.8944,11
G.E. Longer-Life Indoor Recessed Floodlight Bulbs,81.00800000000001,25.763199999999998,16
GBC Binding covers,137.26999999999998,58.9225,11
"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",136.44,13.644000000000002,15
GBC DocuBind 200 Manual Binding Machine,4209.799999999999,1052.45,15
GBC DocuBind 300 Electric Binding Machine,6785.142,494.4212000000001,23
GBC DocuBind P100 Manual Binding Machine,2954.444,489.6410000000001,27
GBC DocuBind P400 Electric Binding System,17965.068,-1878.1662000000003,27
GBC DocuBind P50 Personal Binding Machine,2264.892,569.422,50
GBC DocuBind TL200 Manual Binding Machine,4322.814,1592.4978,23
GBC DocuBind TL300 Electric Binding System,19823.479,2233.5051000000003,37
GBC Durable Plastic Covers,369.585,14.318999999999997,34
GBC Ibimaster 500 Manual ProClick Binding System,19024.5,760.9799999999996,48
GBC Imprintable Covers,241.56,39.967200000000005,36
GBC Instant Index System for Binding Systems,71.928,-12.432,19
GBC Instant Report Kit,164.985,3.2349999999999994,50
"GBC Laser Imprintable Binding System Covers, Desert Sand",146.981,18.408299999999997,17
GBC Linen Binding Covers,207.566,-82.4068,18
GBC Personal VeloBind Strips,156.938,-11.2612,27
GBC Plastic Binding Combs,172.692,59.778000000000006,30
GBC Plasticlear Binding Covers,68.88,-68.4208,23
GBC Poly Designer Binding Covers,256.122,102.4488,18
"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",310.206,52.447199999999995,31
GBC Premium Transparent Covers with Diagonal Lined Pattern,780.456,49.51280000000001,67
"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",433.789,125.7838,38
GBC Prestige Therm-A-Bind Covers,1073.903,364.7153,39
GBC ProClick 150 Presentation Binding System,3222.996,-461.33079999999995,22
GBC ProClick Punch Binding System,1573.908,562.3842,31
GBC ProClick Spines for 32-Hole Punch,66.40899999999999,-13.2818,12
GBC Recycled Grain Textured Covers,466.29,107.07400000000001,20
GBC Recycled Regency Composition Covers,1291.248,451.9368,26
GBC Recycled VeloBinder Covers,487.34400000000005,100.8768,42
GBC Standard Plastic Binding Systems Combs,55.755,-2.9205000000000014,13
GBC Standard Plastic Binding Systems' Combs,108.644,5.023999999999999,30
"GBC Standard Recycled Report Covers, Clear Plastic Sheets",258.72,-27.1656,51
GBC Standard Therm-A-Bind Covers,466.004,8.472800000000007,34
GBC Therma-A-Bind 250T Electric Binding System,1180.704,413.2464,12
GBC Twin Loop Wire Binding Elements,1041.664,259.584,47
"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",269.394,-2.2830000000000013,35
GBC VeloBind Cover Sets,342.768,18.527999999999995,42
GBC VeloBinder Electric Binding Machine,496.018,-411.332,15
GBC VeloBinder Manual Binding System,842.166,280.72200000000004,30
GBC VeloBinder Strips,52.992,-23.808,20
"GBC Velobind Prepunched Cover Sets, Regency Series",661.942,-9.24499999999999,33
"GBC White Gloss Covers, Plain Front",269.328,31.421600000000005,31
GBC Wire Binding Combs,184.052,41.5668,26
GBC Wire Binding Strips,212.65800000000002,-18.409200000000002,14
GE 2-Jack Phone Line Splitter,1771.5140000000001,94.75540000000001,11
GE 30522EE2,1159.9,336.371,10
GE 30524EE4,5291.7300000000005,838.8371999999999,32
"GE 4 Foot Flourescent Tube, 40 Watt",98.868,42.2436,7
"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",2699.056,1260.221,29
GE DSL Phone Line Filter,495.87600000000003,69.9825,15
"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",45.396,14.55,20
"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",163.332,3.141000000000002,15
Gear Head AU3700S Headset,189.654,-11.9508,16
Geemarc AmpliPOWER60,3415.04,384.192,46
"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",76.092,29.5416,8
"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",3447.84,206.87040000000002,8
Global Adaptabilities Conference Tables,3540.348,354.0348,14
"Global Airflow Leather Mesh Back Chair, Black",3955.676,573.7239999999999,32
"Global Armless Task Chair, Royal Blue",1396.442,-20.733200000000004,28
Global Chrome Stack Chair,815.864,15.0832,32
Global Comet Stacking Arm Chair,6084.144,697.1415,17
Global Comet Stacking Armless Chair,3528.79,514.366,14
Global Commerce Series High-Back Swivel/Tilt Chairs,7979.4400000000005,926.1850000000001,33
Global Commerce Series Low-Back Swivel/Tilt Chairs,4420.056,41.1168,24
Global Deluxe High-Back Manager's Chair,8665.194,1558.5910000000001,35
Global Deluxe High-Back Office Chair in Storm,1087.92,-149.589,10
Global Deluxe Office Fabric Chairs,1420.504,229.3922,17
"Global Deluxe Stacking Chair, Gray",764.7,76.9798,19
Global Deluxe Steno Chair,1770.54,-216.31380000000001,29
Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,2032.35,-460.666,10
Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,207.184,25.898,1
Global Ergonomic Managers Chair,6008.536,785.4532,39
Global Executive Mid-Back Manager's Chair,4626.582,750.7284000000001,18
"Global Fabric Manager's Chair, Dark Gray",3150.576,499.851,35
"Global Geo Office Task Chair, Gray",1757.266,-166.00900000000001,25
"Global High-Back Leather Tilter, Burgundy",5436.158,-474.7414,54
Global Highback Leather Tilter in Burgundy,2647.809,49.13459999999999,34
Global Italian Leather Office Chair,969.252,204.3288,8
"Global Leather & Oak Executive Chair, Burgundy",1689.968,-114.6764,13
Global Leather Executive Chair,5861.532999999999,701.98,21
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",5989.204,267.3034,39
"Global Leather Task Chair, Black",1448.839,63.8929,19
"Global Leather and Oak Executive Chair, Black",6410.874,854.7832000000001,26
Global Low Back Tilter Chair,1746.9540000000002,-246.3912,21
"Global Manager's Adjustable Task Chair, Storm",2959.208,493.7046,23
"Global Push Button Manager's Chair, Indigo",2185.951,283.7474,44
"Global Stack Chair with Arms, Black",803.464,125.0166,31
"Global Stack Chair without Arms, Black",901.506,44.166000000000004,44
Global Super Steno Chair,2389.902,-1.7763568394002505e-15,30
"Global Task Chair, Black",463.099,-80.4062,12
Global Troy Executive Leather Low-Back Tilter,12975.382,951.8620000000001,32
"Global Value Mid-Back Manager's Chair, Gray",1978.925,197.89249999999998,39
"Global Value Steno Chair, Gray",2204.862,245.99699999999999,43
"Global Wood Trimmed Manager's Task Chair, Khaki",4166.884,-503.1194,59
Globe Weis Peel & Seel First Class Envelopes,375.73199999999997,164.862,30
Google Nexus 5,3815.788,710.9605,23
"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",2299.75,-172.9412,28
"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",953.82,-63.587999999999994,20
Grandstream GXP1160 VoIP phone,803.692,157.70559999999998,24
Grandstream GXP2100 Mainstream Business Phone,596.6220000000001,45.894000000000005,10
Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),169.832,64.584,32
Green Bar Computer Printout Paper,857.376,380.8728,17
"Green Canvas Binder for 8-1/2"" x 14"" Sheets",569.24,162.64000000000001,19
Griffin GC17055 Auxiliary Audio Cable,395.78,46.0544,27
Griffin GC36547 PowerJolt SE Lightning Charger,175.422,17.992,10
Grip Seal Envelopes,7.072,2.3868,2
GuestStacker Chair with Chrome Finish Legs,9070.944,773.2608,31
HON 5400 Series Task Chairs for Big and Tall,21870.576,5.684341886080802e-14,39
"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",18374.895,4094.9766,12
HP Office Paper (20Lb. and 87 Bright),86.84,38.2096,14
HP Office Recycled Paper (20Lb. and 87 Bright),106.352,50.343799999999995,19
"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",449.97,47.9968,4
HP Standard 104 key PS/2 Keyboard,275.5,58.0,20
HTC One,1119.888,125.9874,14
HTC One Mini,2041.038,317.4948,19
Hammermill Color Copier Paper (28Lb. and 96 Bright),29.97,13.4865,3
Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),32.868,15.0894,7
Hand-Finished Solid Wood Document Frame,260.14799999999997,68.46000000000001,8
Hanging Personal Folder File,251.2,51.025,17
Harbour Creations 67200 Series Stacking Chairs,1501.8980000000001,254.8244,24
Harbour Creations Steel Folding Chair,2389.125,336.375,34
Harmony Air Purifier,1946.7,374.22,13
Harmony HEPA Quiet Air Purifiers,128.7,37.44,12
Heavy-Duty E-Z-D Binders,176.74200000000002,9.055299999999997,29
Hewlett Packard 310 Color Digital Copier,4199.86,839.972,16
Hewlett Packard 610 Color Digital Copier / Printer,8899.822,3124.9375,21
